iteration,chain,λ,pzero,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
401,1,9.980600309874422,0.5026564635829612,-19658.53028359777,3.0,1.0,0.8967720685133113,-19658.53028359777,19658.656238638694,0.05303909776193905,0.14241111791488947,2.0,0.0,0.6258153506910179,0.6258153506910179
402,1,9.980600309874422,0.5026564635829612,-19658.53028359777,3.0,1.0,0.5267984452859888,-19658.53028359777,19660.42609797543,0.0,1.0031278016285796,2.0,0.0,0.6258153506910179,0.6258153506910179
403,1,10.005442515604464,0.5132560967285457,-19659.215163538884,7.0,1.0,0.7469229276429133,-19659.215163538884,19660.912798181133,0.1345925945424824,0.517940886256838,2.0,0.0,0.6258153506910179,0.6258153506910179
404,1,9.978299305362068,0.5061509531842496,-19658.26866210805,3.0,1.0,1.0,-19658.26866210805,19659.13317858222,-0.17954125777760055,-0.17954125777760055,2.0,0.0,0.6258153506910179,0.6258153506910179
405,1,10.005297588755878,0.512739802992535,-19659.07734355473,3.0,1.0,0.8926669755082587,-19659.07734355473,19659.158414622725,0.15312480071588652,0.15312480071588652,2.0,0.0,0.6258153506910179,0.6258153506910179
406,1,9.977520835024515,0.5046188793433689,-19658.334761693506,7.0,1.0,0.7208788493355954,-19658.334761693506,19659.708494032348,-0.13697063083964167,0.7423761754180305,2.0,0.0,0.6258153506910179,0.6258153506910179
407,1,10.006067149997527,0.501895176604146,-19658.673985131787,3.0,1.0,0.7846467957322935,-19658.673985131787,19659.1442993175,0.06326419922334026,0.39571950552635826,2.0,0.0,0.6258153506910179,0.6258153506910179
408,1,10.025372292002688,0.5084370518459204,-19658.58429236815,3.0,1.0,0.9230286839120453,-19658.58429236815,19659.228355340238,0.053428760591486935,0.19709505339051248,2.0,0.0,0.6258153506910179,0.6258153506910179
409,1,9.958276181434226,0.5044253744001596,-19658.577167003677,3.0,1.0,1.0,-19658.577167003677,19658.693019834536,-0.000646818687528139,-0.08222522307551117,2.0,0.0,0.6258153506910179,0.6258153506910179
410,1,9.99061200363266,0.5077660128475138,-19658.261367371433,7.0,1.0,0.9890479840666953,-19658.261367371433,19658.609650655013,-0.1458443481096765,-0.1458443481096765,2.0,0.0,0.6258153506910179,0.6258153506910179
411,1,9.992695288096437,0.5024279650175879,-19658.53434318624,3.0,1.0,0.6156840963143129,-19658.53434318624,19659.32677355452,0.051593838492408395,0.8044559128393303,2.0,0.0,0.6258153506910179,0.6258153506910179
412,1,9.950571095334208,0.5006222192724211,-19659.30602274283,1.0,1.0,0.758459234930506,-19659.30602274283,19659.309925735906,0.2764662259614852,0.2764662259614852,1.0,0.0,0.6258153506910179,0.6258153506910179
413,1,10.032179984403518,0.5123977690970496,-19659.348481968376,3.0,1.0,0.6567483019658081,-19659.348481968376,19660.64707571366,-0.005689633882866474,0.8317087346185872,2.0,0.0,0.6258153506910179,0.6258153506910179
414,1,9.950316168358139,0.5078648651652733,-19658.693631200178,3.0,1.0,0.5787787682320392,-19658.693631200178,19660.648076731875,-0.10641409644813393,1.0605010950239375,2.0,0.0,0.6258153506910179,0.6258153506910179
415,1,9.914185605475522,0.49720297648436174,-19661.401433569878,3.0,1.0,0.4615863014764958,-19661.401433569878,19662.96900753183,0.8413450244224805,0.9812064924190054,2.0,0.0,0.6258153506910179,0.6258153506910179
416,1,10.017389228700962,0.5169947611642757,-19660.640070905938,3.0,1.0,1.0,-19660.640070905938,19661.406202333757,-0.5581494319303602,-0.973212644988962,2.0,0.0,0.6258153506910179,0.6258153506910179
417,1,9.966313278048403,0.5053082784113351,-19658.40628240732,3.0,1.0,1.0,-19658.40628240732,19660.27313602279,-0.42375301189895254,-0.42375301189895254,2.0,0.0,0.6258153506910179,0.6258153506910179
418,1,9.961283395821813,0.5107956660215173,-19658.84428998237,3.0,1.0,0.8453123946026402,-19658.84428998237,19659.704557481502,0.10475875019983505,0.2493418848134752,2.0,0.0,0.6258153506910179,0.6258153506910179
419,1,9.918626933480635,0.5121294728106932,-19660.215032894957,1.0,1.0,0.5501717657382644,-19660.215032894957,19660.34699671615,0.597524748169235,0.597524748169235,1.0,0.0,0.6258153506910179,0.6258153506910179
420,1,9.930985031704843,0.5010734737267731,-19659.702565867585,3.0,1.0,0.8678779581519493,-19659.702565867585,19662.520181807773,-0.22383077545964625,0.4409969054067915,1.0,0.0,0.6258153506910179,0.6258153506910179
421,1,9.903535988115056,0.5034712940663643,-19660.327549376478,3.0,1.0,0.7649361021451936,-19660.327549376478,19661.10268812145,0.4299516477076395,0.439640867010894,2.0,0.0,0.6258153506910179,0.6258153506910179
422,1,10.001252478159005,0.5066825867058071,-19658.24608895778,3.0,1.0,0.9801192691589607,-19658.24608895778,19659.843166494236,-0.985425031700288,-0.985425031700288,2.0,0.0,0.6258153506910179,0.6258153506910179
423,1,9.981400483145523,0.5119605717930151,-19658.873367944205,3.0,1.0,0.5411503558839913,-19658.873367944205,19659.84654063936,0.12245176168289618,0.9970545592732378,2.0,0.0,0.6258153506910179,0.6258153506910179
424,1,10.001794497407058,0.5068516664566837,-19658.25132213406,3.0,1.0,0.8088289792739148,-19658.25132213406,19659.197618965765,-0.11962903952371562,0.346686029657576,2.0,0.0,0.6258153506910179,0.6258153506910179
425,1,9.992654056171242,0.5081438810196187,-19658.285028988616,3.0,1.0,0.995570909404543,-19658.285028988616,19658.307432569738,-0.0011202860368939582,0.013376337421505013,1.0,0.0,0.6258153506910179,0.6258153506910179
426,1,10.017060049089661,0.49955386882082226,-19659.310288538567,3.0,1.0,0.6851319918011325,-19659.310288538567,19661.074628665396,0.24313321023146273,0.5734006143138686,2.0,0.0,0.6258153506910179,0.6258153506910179
427,1,10.030367284861715,0.505344143376886,-19658.60927179346,3.0,1.0,0.9489523557417989,-19658.60927179346,19659.694691325123,-0.06821718399078236,0.1662233503702737,1.0,0.0,0.6258153506910179,0.6258153506910179
428,1,10.009890757266799,0.5098072476185782,-19658.538203813245,3.0,1.0,0.9588060070552812,-19658.538203813245,19659.112431414134,-0.10212256285376498,0.13191210875447723,2.0,0.0,0.6258153506910179,0.6258153506910179
429,1,10.009890757266799,0.5098072476185782,-19658.538203813245,3.0,1.0,0.4385156714770692,-19658.538203813245,19660.49335744407,0.0,1.8604888411973661,1.0,0.0,0.6258153506910179,0.6258153506910179
430,1,9.973847419578805,0.51221116061265,-19658.98377858366,3.0,1.0,0.8631480141882104,-19658.98377858366,19659.517446051566,0.0850022891536355,0.2701287143281661,2.0,0.0,0.6258153506910179,0.6258153506910179
431,1,9.942391850401556,0.4955541602923788,-19661.170153878178,3.0,1.0,0.6131312567864363,-19661.170153878178,19662.63830599523,0.576280036711978,0.621304601932934,2.0,0.0,0.6258153506910179,0.6258153506910179
432,1,10.0137694525949,0.4981196761578933,-19659.70464287492,3.0,1.0,1.0,-19659.70464287492,19660.86450649449,-0.42894255698411143,-0.5827803977044823,2.0,0.0,0.6258153506910179,0.6258153506910179
433,1,9.979305677370268,0.49719941410064555,-19659.945514111394,3.0,1.0,0.9930777779391318,-19659.945514111394,19660.17825445403,0.020985325914807618,-0.2944850170497375,2.0,0.0,0.6258153506910179,0.6258153506910179
434,1,10.002226702049002,0.5089834440576112,-19658.384959571133,3.0,1.0,0.4371062569193029,-19658.384959571133,19661.73090509262,-0.30465221538906917,1.8947314221950364,2.0,0.0,0.6258153506910179,0.6258153506910179
435,1,9.981472953867332,0.5101560255703417,-19658.534805843432,3.0,1.0,0.8837390698874484,-19658.534805843432,19658.906396361428,0.028779551314073615,0.22590083735849475,2.0,0.0,0.6258153506910179,0.6258153506910179
436,1,9.900143064520107,0.5100097151490328,-19660.575644642297,3.0,1.0,0.5776124951742829,-19660.575644642297,19660.64890924565,1.0212684691141476,1.0212684691141476,2.0,0.0,0.6258153506910179,0.6258153506910179
437,1,9.99831933376429,0.5114325110954017,-19658.744275215515,3.0,1.0,1.0,-19658.744275215515,19659.800632821072,-0.9882506197864132,-1.0807136125149555,2.0,0.0,0.6258153506910179,0.6258153506910179
438,1,9.996686675514454,0.5119757134004007,-19658.85555939456,1.0,1.0,0.980489448220139,-19658.85555939456,19658.926686469444,0.01970339503532159,0.01970339503532159,1.0,0.0,0.6258153506910179,0.6258153506910179
439,1,9.941209804207814,0.5120824940553473,-19659.509256561723,3.0,1.0,0.8478315619014185,-19659.509256561723,19659.624212278588,0.3184947999397991,0.3184947999397991,2.0,0.0,0.6258153506910179,0.6258153506910179
440,1,9.98373390511305,0.5056799898156797,-19658.248264098693,3.0,1.0,0.9131417016569254,-19658.248264098693,19660.89329528837,-0.4302740510829608,-0.4302740510829608,2.0,0.0,0.6258153506910179,0.6258153506910179
441,1,9.99994955587278,0.5049009369822117,-19658.28212457565,3.0,1.0,0.9971792862143096,-19658.28212457565,19658.30083997821,0.0064405478224216495,-0.00658557286078576,2.0,0.0,0.6258153506910179,0.6258153506910179
442,1,9.983254725063766,0.5068989072208235,-19658.246022343177,7.0,1.0,0.8331717366418196,-19658.246022343177,19658.635894728115,-0.005657899258949328,0.34973587611239054,2.0,0.0,0.6258153506910179,0.6258153506910179
