iteration,chain,λ,pzero,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
401,1,2.1185293059592936,0.7562694104161822,-32841.64984675801,3.0,1.0,0.9573484480169898,-32841.64984675801,32841.7725805313,0.055008090908813756,0.055008090908813756,2.0,0.0,0.8540751093319335,0.8540751093319335
402,1,2.142309908750548,0.7572246497218609,-32841.47950474786,3.0,1.0,0.5074195726369349,-32841.47950474786,32843.055711267814,-0.05487385697779246,1.3489809986931505,2.0,0.0,0.8540751093319335,0.8540751093319335
403,1,2.131618676730541,0.7606520907041566,-32842.153584798405,3.0,1.0,0.7279666701676902,-32842.153584798405,32842.59523705171,0.12471520427061478,0.43145936665678164,2.0,0.0,0.8540751093319335,0.8540751093319335
404,1,2.1292939108332405,0.7622477265271534,-32843.219308924985,1.0,1.0,0.7622780224194735,-32843.219308924985,32843.29214116699,0.27144393102207687,0.27144393102207687,1.0,0.0,0.8540751093319335,0.8540751093319335
405,1,2.1456564284114754,0.7561000061127531,-32841.78991597982,7.0,1.0,0.6434261697975397,-32841.78991597982,32844.22626295198,-0.27270911549567245,1.0326106582942884,2.0,0.0,0.8540751093319335,0.8540751093319335
406,1,2.1382511341519925,0.7609566744502396,-32842.23721252629,3.0,1.0,0.8740372581431931,-32842.23721252629,32843.471326348415,-0.027907711577427108,0.3189106008212548,1.0,0.0,0.8540751093319335,0.8540751093319335
407,1,2.1382511341519925,0.7609566744502396,-32842.23721252629,3.0,1.0,0.6695160765279119,-32842.23721252629,32843.20056245264,0.0,0.7920040042299661,1.0,0.0,0.8540751093319335,0.8540751093319335
408,1,2.1382511341519925,0.7609566744502396,-32842.23721252629,3.0,1.0,0.7364298546544936,-32842.23721252629,32844.4404796605,0.0,0.6847489232604858,1.0,0.0,0.8540751093319335,0.8540751093319335
409,1,2.119585065258138,0.7543303923699276,-32842.10940790546,7.0,1.0,0.9995536973182391,-32842.10940790546,32842.23713599527,-0.021661015824065544,-0.1489555423031561,3.0,0.0,0.8540751093319335,0.8540751093319335
410,1,2.1080775824673768,0.7540572855147605,-32842.65153787101,1.0,1.0,0.827549093096693,-32842.65153787101,32842.73395848058,0.1892868464856292,0.1892868464856292,1.0,0.0,0.8540751093319335,0.8540751093319335
411,1,2.1439700698184336,0.7559056352558162,-32841.774817666635,3.0,1.0,0.9490364763958077,-32841.774817666635,32843.032137432274,-0.1565362316032406,0.1659253964680829,2.0,0.0,0.8540751093319335,0.8540751093319335
412,1,2.134984791776599,0.7560151440660206,-32841.513617358825,3.0,1.0,1.0,-32841.513617358825,32841.692493296156,-0.13526495566475205,-0.1559215169691015,2.0,0.0,0.8540751093319335,0.8540751093319335
413,1,2.134984791776599,0.7560151440660206,-32841.513617358825,3.0,1.0,0.6819004352013316,-32841.513617358825,32842.297282934414,0.0,0.6608299016952515,1.0,0.0,0.8540751093319335,0.8540751093319335
414,1,2.134984791776599,0.7560151440660206,-32841.513617358825,3.0,1.0,0.6669534947961373,-32841.513617358825,32843.54472258034,0.0,0.528225249479874,1.0,0.0,0.8540751093319335,0.8540751093319335
415,1,2.124869990020421,0.7567822889895104,-32841.43615909101,3.0,1.0,0.8235288610590504,-32841.43615909101,32841.90362724383,-0.012764037055603694,0.3264216294483049,2.0,0.0,0.8540751093319335,0.8540751093319335
416,1,2.13263050552665,0.7553147280617588,-32841.676791499776,3.0,1.0,0.8053492242099156,-32841.676791499776,32842.079128057165,0.04060904564539669,0.34483148132130736,2.0,0.0,0.8540751093319335,0.8540751093319335
417,1,2.1250226644258747,0.7566849183527768,-32841.43975545629,3.0,1.0,0.9788983995531227,-32841.43975545629,32841.80234259602,-0.04265768105688039,0.06516819701937493,2.0,0.0,0.8540751093319335,0.8540751093319335
418,1,2.1250226644258747,0.7566849183527768,-32841.43975545629,3.0,1.0,0.7587468538611581,-32841.43975545629,32843.30749746565,0.0,0.41020114242564887,1.0,0.0,0.8540751093319335,0.8540751093319335
419,1,2.1311242844092746,0.7581671494671939,-32841.39148295131,3.0,1.0,0.9880307795459622,-32841.39148295131,32841.581715257395,-0.01683732873061672,0.02880485037167091,1.0,0.0,0.8540751093319335,0.8540751093319335
420,1,2.139663113047697,0.7585930803429168,-32841.46929919469,3.0,1.0,0.7919394211226223,-32841.46929919469,32841.88224470873,0.012523796372988727,0.37562937773327576,2.0,0.0,0.8540751093319335,0.8540751093319335
421,1,2.135413204524164,0.7597897804227072,-32841.74340496878,3.0,1.0,0.7424072812452492,-32841.74340496878,32842.34131136092,0.05094733693113085,0.5040195443216362,2.0,0.0,0.8540751093319335,0.8540751093319335
422,1,2.1295836571284457,0.7559725286918326,-32841.49263962616,3.0,1.0,1.0,-32841.49263962616,32841.76745319624,-0.05171607173542725,-0.06252100405981764,2.0,0.0,0.8540751093319335,0.8540751093319335
423,1,2.1292123929983866,0.7564716317167524,-32841.41120803933,3.0,1.0,0.988501173219907,-32841.41120803933,32841.58930415994,-0.014641454014054034,0.03510553169326158,2.0,0.0,0.8540751093319335,0.8540751093319335
424,1,2.162373607026307,0.7588090801256832,-32842.50773820671,3.0,1.0,0.6964235106830451,-32842.50773820671,32842.9914418259,0.48507855265779654,0.5140844003180973,2.0,0.0,0.8540751093319335,0.8540751093319335
425,1,2.108430436132297,0.7579552592068465,-32842.27269146696,3.0,1.0,0.7849641455644824,-32842.27269146696,32843.3619543184,-0.015190541293122806,0.3913057298195781,2.0,0.0,0.8540751093319335,0.8540751093319335
426,1,2.1105213226400434,0.7584534398094738,-32842.241655825914,3.0,1.0,0.9986272788150033,-32842.241655825914,32842.76261387354,-0.021909572787990328,-0.02906685042398749,2.0,0.0,0.8540751093319335,0.8540751093319335
427,1,2.1057974060211873,0.7585463000337963,-32842.62699439604,7.0,1.0,0.9042707706353443,-32842.62699439604,32843.06699499879,0.19080305657553254,0.19080305657553254,3.0,0.0,0.8540751093319335,0.8540751093319335
428,1,2.1180434341044494,0.7578847568472098,-32841.69951097203,3.0,1.0,0.9957315015963025,-32841.69951097203,32842.43724422989,-0.45337435122200986,-0.45337435122200986,2.0,0.0,0.8540751093319335,0.8540751093319335
429,1,2.128797207501245,0.758394508165765,-32841.4528000412,3.0,1.0,0.9954934505696832,-32841.4528000412,32841.64865843487,-0.13832149170775665,-0.1431829808425391,1.0,0.0,0.8540751093319335,0.8540751093319335
430,1,2.1360175271601376,0.7570444019467663,-32841.37185513671,7.0,1.0,0.997049478856562,-32841.37185513671,32841.508906904775,-0.026658428985683713,-0.027234851084358525,2.0,0.0,0.8540751093319335,0.8540751093319335
431,1,2.166051745269672,0.7567846465061163,-32843.019789246166,3.0,1.0,0.6235652336829927,-32843.019789246166,32843.04833257053,0.8288566710616578,0.8288566710616578,2.0,0.0,0.8540751093319335,0.8540751093319335
432,1,2.137762202907522,0.7582123613229241,-32841.401635852024,3.0,1.0,0.9996221878831718,-32841.401635852024,32842.26253757289,-0.8290493462700397,-0.8316876809549285,1.0,0.0,0.8540751093319335,0.8540751093319335
433,1,2.1365444204270667,0.7546965749311331,-32841.974642069574,3.0,1.0,0.8536055994678994,-32841.974642069574,32842.425201303675,0.15894793779443717,0.1721618934388971,2.0,0.0,0.8540751093319335,0.8540751093319335
434,1,2.1573564803470333,0.7527231977157648,-32844.41872709529,1.0,1.0,0.36349507498095474,-32844.41872709529,32844.50968286281,1.0119895309835556,1.0119895309835556,1.0,0.0,0.8540751093319335,0.8540751093319335
435,1,2.0987512322845276,0.7587018327578533,-32843.33918727102,3.0,1.0,0.7256401726085872,-32843.33918727102,32845.83155739782,-0.16129900298983557,0.5755368195168558,2.0,0.0,0.8540751093319335,0.8540751093319335
436,1,2.144770203921212,0.7580364038147143,-32841.53289167906,3.0,1.0,0.969001740570714,-32841.53289167906,32842.91652255902,-0.9129343066888396,-0.9129343066888396,2.0,0.0,0.8540751093319335,0.8540751093319335
437,1,2.144770203921212,0.7580364038147143,-32841.53289167906,1.0,1.0,0.09652603650657848,-32841.53289167906,32844.02474272072,0.0,2.3379424986706,1.0,0.0,0.8540751093319335,0.8540751093319335
438,1,2.113337881904822,0.7541662838849866,-32842.36547300104,3.0,1.0,0.8777851179089735,-32842.36547300104,32842.49968835061,0.1541278464064817,0.1541278464064817,2.0,0.0,0.8540751093319335,0.8540751093319335
439,1,2.14480367700644,0.7581642334374691,-32841.53939121699,3.0,1.0,0.7961068908003145,-32841.53939121699,32842.74726353222,-0.16265461473085452,0.37714189590042224,2.0,0.0,0.8540751093319335,0.8540751093319335
440,1,2.1199932471126792,0.7525100607126431,-32843.07843178891,3.0,1.0,0.6667531254187992,-32843.07843178891,32844.811961433195,0.2378633810658357,0.6047986260891776,1.0,0.0,0.8540751093319335,0.8540751093319335
