iteration,chain,λ,pzero,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
401,1,2.090013276277627,0.7481539857982883,-45750.52185168076,3.0,1.0,0.9198407367613542,-45750.52185168076,45751.75412755924,0.0798191373469308,-0.317298414563993,2.0,0.0,0.8741521228454258,0.8741521228454258
402,1,2.081115779079449,0.7483827148174512,-45751.270573248585,1.0,1.0,0.6810552910378682,-45751.270573248585,45751.761138491136,0.3841117851770832,0.3841117851770832,1.0,0.0,0.8741521228454258,0.8741521228454258
403,1,2.0749187112459344,0.7421779491848712,-45750.068938175405,3.0,1.0,1.0,-45750.068938175405,45750.956998226015,-0.5571585737197893,-0.5809042110122391,2.0,0.0,0.8741521228454258,0.8741521228454258
404,1,2.059083616556423,0.739916559551793,-45752.529616677995,3.0,1.0,0.7809501498388959,-45752.529616677995,45752.65558982868,0.6801331815731828,0.6801331815731828,2.0,0.0,0.8741521228454258,0.8741521228454258
405,1,2.1169780186188683,0.7448276679978374,-45750.002492856715,3.0,1.0,0.9136192208259309,-45750.002492856715,45752.8340684014,-0.5530281546452898,-0.5530281546452898,2.0,0.0,0.8741521228454258,0.8741521228454258
406,1,2.1175164883717636,0.7434616979940181,-45750.360536326705,3.0,1.0,0.8672246670791465,-45750.360536326705,45750.90381900634,0.20425923972652527,0.2217362204391975,1.0,0.0,0.8741521228454258,0.8741521228454258
407,1,2.1125734580552087,0.7436012518134169,-45749.884581399376,1.0,1.0,1.0,-45749.884581399376,45750.52771033303,-0.2368289363439544,-0.2368289363439544,1.0,0.0,0.8741521228454258,0.8741521228454258
408,1,2.1068925755399426,0.7430727084062279,-45749.67655492479,3.0,1.0,0.9881444520559125,-45749.67655492479,45750.089522838694,-0.12102197583590169,-0.13962911869748496,1.0,0.0,0.8741521228454258,0.8741521228454258
409,1,2.0770918786182593,0.7441156520155077,-45749.66843158771,3.0,1.0,0.9214019360451758,-45749.66843158771,45750.20686562172,-0.008315056111314334,0.15812376025132835,2.0,0.0,0.8741521228454258,0.8741521228454258
410,1,2.1254136034353865,0.7486877117157814,-45751.748246958894,3.0,1.0,0.7769776522713805,-45751.748246958894,45751.91555883781,0.4755975827210932,0.4755975827210932,2.0,0.0,0.8741521228454258,0.8741521228454258
411,1,2.0773308617371615,0.7440802226684804,-45749.650558896574,3.0,1.0,1.0,-45749.650558896574,45751.433913844216,-0.4776702087619924,-0.6034086505387677,2.0,0.0,0.8741521228454258,0.8741521228454258
