iteration,chain,λ,pzero,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
401,1,2.2134148523516943,0.7480621763581362,-36137.985434740076,1.0,1.0,0.8154180948619766,-36137.985434740076,36138.06163096239,0.20405429745005677,0.20405429745005677,1.0,0.0,0.911259526416062,0.911259526416062
402,1,2.2135734217185092,0.744255463444544,-36137.63699709171,3.0,1.0,0.9606690455837318,-36137.63699709171,36138.23193135759,-0.18249430607102113,-0.18249430607102113,2.0,0.0,0.911259526416062,0.911259526416062
403,1,2.2406378051786637,0.7484781762169445,-36137.704822687934,3.0,1.0,0.8573790917890012,-36137.704822687934,36139.26188751386,-0.021560529385169502,0.2665544656047132,2.0,0.0,0.911259526416062,0.911259526416062
404,1,2.2343614498937505,0.7478485887156946,-36137.42683294816,3.0,1.0,1.0,-36137.42683294816,36137.64869381074,-0.058678673434769735,-0.0851660620101029,2.0,0.0,0.911259526416062,0.911259526416062
405,1,2.2423092975407406,0.7433760611591853,-36138.15742915151,3.0,1.0,0.7266789131795113,-36138.15742915151,36139.29570456573,0.28527371562086046,0.4869063604710391,1.0,0.0,0.911259526416062,0.911259526416062
406,1,2.2435779097056847,0.7490027936840636,-36137.96799082178,3.0,1.0,0.8577740756322912,-36137.96799082178,36140.2171555796,-0.1722109902621014,0.3526962259566062,2.0,0.0,0.911259526416062,0.911259526416062
407,1,2.2269609352050157,0.7495240130727305,-36138.142734011075,7.0,1.0,0.9837233393666089,-36138.142734011075,36138.15663510011,0.06095355517754797,-0.12118815274152439,3.0,0.0,0.911259526416062,0.911259526416062
408,1,2.248746972752517,0.752903345681848,-36140.76778912559,7.0,1.0,0.49988555395962003,-36140.76778912559,36142.97516255677,0.4105058218265185,1.372045787058596,3.0,0.0,0.911259526416062,0.911259526416062
409,1,2.1982090153976364,0.7419519012250105,-36139.241235451984,7.0,1.0,0.9161680164823014,-36139.241235451984,36141.43044827618,-0.11094604417303344,-0.5801509747761884,3.0,0.0,0.911259526416062,0.911259526416062
410,1,2.2350817221364,0.7447885139198336,-36137.395099800946,3.0,1.0,0.867342065325261,-36137.395099800946,36139.797426002006,-0.438940149571863,0.44735479020891944,2.0,0.0,0.911259526416062,0.911259526416062
411,1,2.1952663269676753,0.7413554565130019,-36139.7636963904,3.0,1.0,0.47440757967642244,-36139.7636963904,36141.00276581721,0.5542341565669631,1.1333676643043873,2.0,0.0,0.911259526416062,0.911259526416062
412,1,2.2508414755425465,0.7459528275183589,-36137.90056288494,3.0,1.0,1.0,-36137.90056288494,36139.5247561319,-0.2981542953129974,-0.4197415521048242,2.0,0.0,0.911259526416062,0.911259526416062
413,1,2.267515556393128,0.7467753238670425,-36139.27215724989,1.0,1.0,0.5709550796509881,-36139.27215724989,36139.56850630762,0.5604447420337237,0.5604447420337237,1.0,0.0,0.911259526416062,0.911259526416062
