iteration,chain,λ,pzero,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
401,1,2.057653299280216,0.7514071996795758,-34653.2246070856,3.0,1.0,0.8992652685723543,-34653.2246070856,34653.3161618051,0.3598287609711406,0.3598287609711406,2.0,0.0,0.7419035646160838,0.7419035646160838
402,1,2.0074530294717077,0.7534619570835137,-34652.411632768446,3.0,1.0,1.0,-34652.411632768446,34653.15152661891,-0.26807368020672584,-0.4070809507393278,2.0,0.0,0.7419035646160838,0.7419035646160838
403,1,2.031268510055723,0.7508699268724021,-34652.15967938819,3.0,1.0,0.9026484372868105,-34652.15967938819,34653.06136121121,-0.136558302649064,0.22607495020201895,2.0,0.0,0.7419035646160838,0.7419035646160838
404,1,2.0174454843729808,0.7510317769891918,-34652.237773669935,3.0,1.0,1.0,-34652.237773669935,34652.44410866218,-0.011295509546471294,-0.07581948120059678,2.0,0.0,0.7419035646160838,0.7419035646160838
405,1,2.023872764946339,0.7495864067528903,-34652.85046979523,3.0,1.0,0.9658164996524898,-34652.85046979523,34652.923265541736,0.10819842877390329,0.10819842877390329,2.0,0.0,0.7419035646160838,0.7419035646160838
406,1,2.045914224101647,0.7571516363453439,-34652.168562489205,3.0,1.0,0.6744105045046265,-34652.168562489205,34657.35932369794,-0.12072965205152286,0.6809604371956084,1.0,0.0,0.7419035646160838,0.7419035646160838
407,1,2.0285901516451323,0.7547027137187052,-34651.48682254501,3.0,1.0,1.0,-34651.48682254501,34652.20174335167,-0.09218669517576927,-0.09218669517576927,2.0,0.0,0.7419035646160838,0.7419035646160838
408,1,2.0478621716133145,0.7571197835036443,-34652.20253404934,3.0,1.0,0.9362631140679656,-34652.20253404934,34652.28889775924,0.09824380221834872,0.09824380221834872,2.0,0.0,0.7419035646160838,0.7419035646160838
409,1,2.0532465408838596,0.7578557621425733,-34652.71001062207,1.0,1.0,0.9213773052993062,-34652.71001062207,34652.72960749767,0.08188565745513188,0.08188565745513188,1.0,0.0,0.7419035646160838,0.7419035646160838
410,1,2.0126684216258943,0.7559344810241375,-34652.5887975318,3.0,1.0,0.7437305561296507,-34652.5887975318,34654.16817209636,0.15724276062246645,0.38322722709563095,2.0,0.0,0.7419035646160838,0.7419035646160838
411,1,2.0545160722422002,0.7528953606340486,-34652.33334502591,3.0,1.0,1.0,-34652.33334502591,34652.54642734582,-0.0729932105896296,-0.31347899562388193,2.0,0.0,0.7419035646160838,0.7419035646160838
412,1,2.0299449927864854,0.7565536897776902,-34651.95727434845,7.0,1.0,0.99548291809853,-34651.95727434845,34652.46066326424,-0.1610826038304367,-0.2696772458803025,2.0,0.0,0.7419035646160838,0.7419035646160838
413,1,2.0628462765663387,0.757084072631778,-34652.947153753754,3.0,1.0,0.9181050905390341,-34652.947153753754,34653.24572211171,0.17567943574249512,0.17567943574249512,2.0,0.0,0.7419035646160838,0.7419035646160838
414,1,2.050954034276656,0.7564226952763867,-34652.07332962759,1.0,1.0,1.0,-34652.07332962759,34652.764433218115,-0.18660212294344092,-0.18660212294344092,1.0,0.0,0.7419035646160838,0.7419035646160838
415,1,1.997078063684499,0.7520891978227476,-34653.38961248886,7.0,1.0,0.7709140548420759,-34653.38961248886,34654.14733678003,0.37169863896269817,0.5857028000464197,2.0,0.0,0.7419035646160838,0.7419035646160838
416,1,2.039414972020043,0.7555042941124586,-34651.56611422876,3.0,1.0,0.9582018930658575,-34651.56611422876,34653.82216817174,-0.4621915862589958,-0.4621915862589958,2.0,0.0,0.7419035646160838,0.7419035646160838
