iteration,chain,λ,pzero,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
401,1,2.12446892694292,0.75933687758763,-36291.72210654481,3.0,1.0,0.9913681055402398,-36291.72210654481,36291.8124361944,0.026236879821226466,-0.19907643510669004,2.0,0.0,0.878759878634168,0.878759878634168
402,1,2.1355165205040763,0.7584573563651109,-36291.20750661952,3.0,1.0,1.0,-36291.20750661952,36291.511500010274,-0.21681478988466552,-0.2207566741562914,2.0,0.0,0.878759878634168,0.878759878634168
403,1,2.0931997580818287,0.7550546334000093,-36293.74709138699,3.0,1.0,0.47213688319218944,-36293.74709138699,36294.66351264227,1.0351488023952697,1.0351488023952697,2.0,0.0,0.878759878634168,0.878759878634168
404,1,2.11496136693455,0.755821598133809,-36291.78368861623,1.0,1.0,1.0,-36291.78368861623,36293.10993491139,-0.8055440587777412,-0.8055440587777412,1.0,0.0,0.878759878634168,0.878759878634168
405,1,2.1315585293261363,0.7559112079009837,-36291.28294320403,1.0,1.0,1.0,-36291.28294320403,36291.58360218647,-0.2075136662242585,-0.2075136662242585,1.0,0.0,0.878759878634168,0.878759878634168
406,1,2.147678275600587,0.758902768256431,-36291.419403434375,7.0,1.0,0.8943023659520358,-36291.419403434375,36292.076107218134,0.050312163184571546,0.1883843388495734,2.0,0.0,0.878759878634168,0.878759878634168
407,1,2.148903829020076,0.7568362447279252,-36291.43745865852,3.0,1.0,0.886493492664734,-36291.43745865852,36292.205256749745,0.07340851919434499,0.24180764556513168,2.0,0.0,0.878759878634168,0.878759878634168
408,1,2.1246787885031995,0.758324500442148,-36291.41973450704,3.0,1.0,0.5009917179966261,-36291.41973450704,36293.04782523085,-0.0030389540406758897,1.411935410105798,2.0,0.0,0.878759878634168,0.878759878634168
409,1,2.1465851292670286,0.7571827531141185,-36291.30710901172,3.0,1.0,0.5532249652944551,-36291.30710901172,36292.669602781934,-0.0552835417111055,1.1186277927772608,2.0,0.0,0.878759878634168,0.878759878634168
410,1,2.1537582713055414,0.7569205989083126,-36291.66155233541,3.0,1.0,0.8966303809297518,-36291.66155233541,36291.75450546984,0.174607648717938,0.174607648717938,2.0,0.0,0.878759878634168,0.878759878634168
411,1,2.114965353581425,0.7572508639233012,-36291.74467652956,3.0,1.0,0.9668917597325418,-36291.74467652956,36292.05498487514,0.03594654561311472,0.04937233452073997,2.0,0.0,0.878759878634168,0.878759878634168
412,1,2.1493809847060583,0.7551871727636986,-36291.9379505065,3.0,1.0,0.9893988575415275,-36291.9379505065,36292.030555285644,0.03232014142849948,-0.26766365969524486,2.0,0.0,0.878759878634168,0.878759878634168
413,1,2.166250524137384,0.7603514514240761,-36292.74016191639,7.0,1.0,0.7407294043953652,-36292.74016191639,36294.601711697884,0.1897117480475572,0.4699572908357368,2.0,0.0,0.878759878634168,0.878759878634168
414,1,2.1580051724109794,0.757320298149123,-36291.862047896735,3.0,1.0,0.9602755122113721,-36291.862047896735,36293.2537800662,-0.15853823491488583,-0.15853823491488583,1.0,0.0,0.878759878634168,0.878759878634168
415,1,2.1650948375704684,0.757480381312517,-36292.38122639441,3.0,1.0,0.8628141319710694,-36292.38122639441,36292.74066247822,0.24884655306232162,0.24884655306232162,2.0,0.0,0.878759878634168,0.878759878634168
416,1,2.1088323995427736,0.7584903366197768,-36292.45120052804,3.0,1.0,0.9403571844587097,-36292.45120052804,36293.44732323668,0.050428638940502424,0.08389809622894973,2.0,0.0,0.878759878634168,0.878759878634168
417,1,2.131353898132558,0.757078818319788,-36291.143413732614,3.0,1.0,0.9957394279744353,-36291.143413732614,36291.833493268845,-0.6367734444938833,-0.6367734444938833,2.0,0.0,0.878759878634168,0.878759878634168
418,1,2.1335137854867927,0.7526025317856523,-36292.887494524104,3.0,1.0,0.686838617707045,-36292.887494524104,36293.49719890023,0.3832368069997756,0.42386447951139417,1.0,0.0,0.878759878634168,0.878759878634168
419,1,2.097953982480025,0.7556364112036504,-36293.15535969183,3.0,1.0,0.7408069119825941,-36293.15535969183,36294.16030896117,0.4526022542195278,0.5336683812784031,2.0,0.0,0.878759878634168,0.878759878634168
420,1,2.1509864935512364,0.7588716685987684,-36291.522569738176,7.0,1.0,0.928540454801149,-36291.522569738176,36293.6453412775,-0.7384383243042976,-0.7384383243042976,2.0,0.0,0.878759878634168,0.878759878634168
421,1,2.142159780705751,0.7585040649238238,-36291.23996815097,1.0,1.0,1.0,-36291.23996815097,36291.428830421784,-0.10208462782611605,-0.10208462782611605,1.0,0.0,0.878759878634168,0.878759878634168
422,1,2.142159780705751,0.7585040649238238,-36291.23996815097,3.0,1.0,0.7276910844725591,-36291.23996815097,36291.80661389861,0.0,0.5325485622161068,1.0,0.0,0.878759878634168,0.878759878634168
423,1,2.139880772776134,0.7557096098278735,-36291.40360635029,3.0,1.0,0.9083513126079454,-36291.40360635029,36291.869002564395,0.06199895230383845,0.1557346677655005,1.0,0.0,0.878759878634168,0.878759878634168
424,1,2.127851023047777,0.7576646700277516,-36291.22362015274,3.0,1.0,0.9838574937275272,-36291.22362015274,36291.47707222132,-0.037113698926987126,-0.037113698926987126,2.0,0.0,0.878759878634168,0.878759878634168
425,1,2.1388117880620894,0.7577419911714576,-36291.13385266726,3.0,1.0,0.9949131266253864,-36291.13385266726,36291.253520170605,-0.047627097461372614,-0.047627097461372614,2.0,0.0,0.878759878634168,0.878759878634168
426,1,2.140410044737305,0.7548528703756836,-36291.724275349945,3.0,1.0,0.7932068704996874,-36291.724275349945,36292.60205445686,0.1755721548179281,0.2737009027187014,2.0,0.0,0.878759878634168,0.878759878634168
427,1,2.1269322574268363,0.7581019544577963,-36291.30241311796,3.0,1.0,0.49490958287741654,-36291.30241311796,36293.27458627326,-0.08500086835556431,1.4507162218287704,2.0,0.0,0.878759878634168,0.878759878634168
428,1,2.1062872361401235,0.7571284085933434,-36292.379079979946,3.0,1.0,0.7215964152725518,-36292.379079979946,36292.5666753958,0.5098527897062013,0.5212286509704427,1.0,0.0,0.878759878634168,0.878759878634168
429,1,2.114024922836117,0.7555938307107316,-36291.870650095654,3.0,1.0,0.9730420522692912,-36291.870650095654,36292.48741587808,-0.3366706169399549,-0.4309100637183292,1.0,0.0,0.878759878634168,0.878759878634168
430,1,2.151864080238429,0.7568959881250338,-36291.5648877251,3.0,1.0,0.7317427383337102,-36291.5648877251,36292.62727604653,-0.04768410342512652,0.5148219944094308,2.0,0.0,0.878759878634168,0.878759878634168
431,1,2.137844226611675,0.7553281577843431,-36291.484528025074,3.0,1.0,0.9735582236049986,-36291.484528025074,36291.82717970291,-0.12145221827813657,-0.1351490333545371,1.0,0.0,0.878759878634168,0.878759878634168
432,1,2.149327868417701,0.7537168591685784,-36292.72631447946,1.0,1.0,0.627967443745772,-36292.72631447946,36292.771295012484,0.4652669550268911,0.4652669550268911,1.0,0.0,0.878759878634168,0.878759878634168
433,1,2.1407151020949513,0.755038970873011,-36291.655447307225,1.0,1.0,1.0,-36291.655447307225,36292.42524157755,-0.4004876041581156,-0.4004876041581156,1.0,0.0,0.878759878634168,0.878759878634168
434,1,2.1429994090648523,0.7599418557715368,-36291.62318319284,3.0,1.0,0.8785175367189093,-36291.62318319284,36293.12383745206,-0.06516664177615894,0.34111392505292315,1.0,0.0,0.878759878634168,0.878759878634168
435,1,2.1320888148472825,0.7564564909126482,-36291.186177768264,7.0,1.0,0.8503160598117984,-36291.186177768264,36291.913055022465,-0.08099608322663698,0.34741961460531456,2.0,0.0,0.878759878634168,0.878759878634168
436,1,2.1117366191344673,0.7564887110259157,-36291.92655996805,1.0,1.0,0.7135721596163391,-36291.92655996805,36291.927365852374,0.33747171246795915,0.33747171246795915,1.0,0.0,0.878759878634168,0.878759878634168
437,1,2.0945721048907027,0.7557891847417773,-36293.52082573891,3.0,1.0,0.694559567894046,-36293.52082573891,36293.82856315164,0.6772681586662657,0.6772681586662657,2.0,0.0,0.878759878634168,0.878759878634168
438,1,2.136628197351261,0.7587393953134396,-36291.2561600274,7.0,1.0,0.9522704059201444,-36291.2561600274,36293.331651234985,-1.0098274198971922,-1.0098274198971922,2.0,0.0,0.878759878634168,0.878759878634168
439,1,2.140042367846562,0.7576598592400468,-36291.14312268956,3.0,1.0,0.8118679960571273,-36291.14312268956,36291.62531267805,-0.01967137769679539,0.34342008172825444,2.0,0.0,0.878759878634168,0.878759878634168
440,1,2.133644461812462,0.7585338387226104,-36291.23843234658,3.0,1.0,0.59713471335562,-36291.23843234658,36292.19162389426,0.026775642349093687,0.9018584085642942,2.0,0.0,0.878759878634168,0.878759878634168
441,1,2.1415719988357456,0.7572817050503735,-36291.17100135358,3.0,1.0,0.6549805536635454,-36291.17100135358,36292.02959648989,-0.010349658004997764,0.7417304756454541,2.0,0.0,0.878759878634168,0.878759878634168
442,1,2.142382458406963,0.761681839200955,-36292.52350268465,3.0,1.0,0.6334904966627556,-36292.52350268465,36293.05546112496,0.24803080383571796,0.5936254413973074,2.0,0.0,0.878759878634168,0.878759878634168
443,1,2.140118229818614,0.7577113816495641,-36291.145273389855,3.0,1.0,0.5097364912579466,-36291.145273389855,36293.915564979456,-0.2697104370017769,1.4080411683535203,2.0,0.0,0.878759878634168,0.878759878634168
444,1,2.188599360077268,0.7571606159968659,-36295.290571884376,1.0,1.0,0.13118594415391166,-36295.290571884376,36295.30046177903,2.0311395411845297,2.0311395411845297,1.0,0.0,0.878759878634168,0.878759878634168
445,1,2.1305010716697503,0.7575536223227641,-36291.1614008562,3.0,1.0,1.0,-36291.1614008562,36293.556249911686,-2.0137856317232945,-2.0137856317232945,2.0,0.0,0.878759878634168,0.878759878634168
446,1,2.134872080043419,0.7551116572521599,-36291.52035306964,3.0,1.0,0.9639721889044245,-36291.52035306964,36291.55027918951,0.06835887215129333,0.06835887215129333,2.0,0.0,0.878759878634168,0.878759878634168
447,1,2.134872080043419,0.7551116572521599,-36291.52035306964,3.0,1.0,0.5662430000398438,-36291.52035306964,36292.81139601695,0.0,1.100164563045837,1.0,0.0,0.878759878634168,0.878759878634168
448,1,2.1367642176656534,0.7587126724328015,-36291.25002056358,7.0,1.0,0.9269946962011621,-36291.25002056358,36292.16249491644,-0.06143521765625337,0.16200082338764332,2.0,0.0,0.878759878634168,0.878759878634168
449,1,2.1364919336078647,0.756634263289279,-36291.16476515491,3.0,1.0,0.9788541271669119,-36291.16476515491,36291.466635867575,-0.015565161011181772,0.05293021122633945,1.0,0.0,0.878759878634168,0.878759878634168
450,1,2.1392287541417034,0.759507663930657,-36291.45609654055,7.0,1.0,0.9127825826364587,-36291.45609654055,36291.57865879327,0.0531868271282292,0.1525093747623032,2.0,0.0,0.878759878634168,0.878759878634168
451,1,2.14291569720624,0.7554832851697348,-36291.55508077366,3.0,1.0,0.9434765643430666,-36291.55508077366,36291.67973086919,0.08719207510148408,0.090002772572916,2.0,0.0,0.878759878634168,0.878759878634168
452,1,2.1483728982079544,0.7582213971956387,-36291.355538143536,3.0,1.0,0.968624376878108,-36291.355538143536,36292.00870509967,-0.06257279482815647,-0.06257279482815647,1.0,0.0,0.878759878634168,0.878759878634168
453,1,2.1483728982079544,0.7582213971956387,-36291.355538143536,3.0,1.0,0.8530204180477847,-36291.355538143536,36292.7476152832,0.0,0.25949892464268487,2.0,0.0,0.878759878634168,0.878759878634168
454,1,2.0898724753606506,0.7549490525015541,-36294.16626789046,3.0,1.0,0.4345997118918585,-36294.16626789046,36295.42142901791,1.1369415038570878,1.1369415038570878,2.0,0.0,0.878759878634168,0.878759878634168
455,1,2.1773268614361596,0.7599134694698898,-36293.64686669693,7.0,1.0,1.0,-36293.64686669693,36294.69375049855,-0.2682989866734715,-0.424800538297859,2.0,0.0,0.878759878634168,0.878759878634168
456,1,2.145232111097098,0.7539672718983077,-36292.35388179366,3.0,1.0,1.0,-36292.35388179366,36293.40212975766,-0.5899019365679123,-0.5990825468616094,2.0,0.0,0.878759878634168,0.878759878634168
457,1,2.1323519707504035,0.7631926163133361,-36293.963989495154,7.0,1.0,0.8289190689318312,-36293.963989495154,36294.45498491318,0.31801523330796044,0.4134649501356762,2.0,0.0,0.878759878634168,0.878759878634168
458,1,2.1446079167777885,0.7532176712174782,-36292.81201376286,7.0,1.0,0.9582811803150025,-36292.81201376286,36294.63333027342,-0.2009109813880059,-0.36414929541933816,2.0,0.0,0.878759878634168,0.878759878634168
459,1,2.105931908740061,0.7552644871710796,-36292.47153717959,3.0,1.0,0.7350463462119282,-36292.47153717959,36294.52609790172,-0.0028107898324378766,0.715879366864101,2.0,0.0,0.878759878634168,0.878759878634168
460,1,2.1304984584434283,0.757079087283987,-36291.15414248862,3.0,1.0,1.0,-36291.15414248862,36292.16301740303,-0.48156716975790914,-0.48156716975790914,2.0,0.0,0.878759878634168,0.878759878634168
461,1,2.1468700035055415,0.7598232930731891,-36291.637830287626,3.0,1.0,0.9360056981802165,-36291.637830287626,36291.65340285898,0.09053117770235986,0.09053117770235986,2.0,0.0,0.878759878634168,0.878759878634168
462,1,2.1785350892913242,0.7610493294903546,-36294.102487805794,1.0,1.0,0.3986826501890294,-36294.102487805794,36294.11766789629,0.9195895414959523,0.9195895414959523,1.0,0.0,0.878759878634168,0.878759878634168
463,1,2.0921500941128395,0.7548929291942725,-36293.89567695117,3.0,1.0,0.9278366990382003,-36293.89567695117,36295.29377762322,0.110182224692835,-0.2774320037497091,2.0,0.0,0.878759878634168,0.878759878634168
464,1,2.1671796962623646,0.7558159977629739,-36293.034073532945,3.0,1.0,1.0,-36293.034073532945,36293.960473685926,-0.17571434890851378,-1.017114229609433,2.0,0.0,0.878759878634168,0.878759878634168
465,1,2.1671796962623646,0.7558159977629739,-36293.034073532945,3.0,1.0,0.7788064112538624,-36293.034073532945,36294.61970253061,0.0,0.2698839886143105,1.0,0.0,0.878759878634168,0.878759878634168
466,1,2.1509569677338014,0.7554814995802905,-36291.903745882104,1.0,1.0,1.0,-36291.903745882104,36292.838665136274,-0.5935435241044615,-0.5935435241044615,1.0,0.0,0.878759878634168,0.878759878634168
467,1,2.1208210166614587,0.7601140666528869,-36292.255640575335,3.0,1.0,0.5936201234602868,-36292.255640575335,36293.46146609336,0.11567546055448474,0.8206151257836609,2.0,0.0,0.878759878634168,0.878759878634168
468,1,2.1457532583501555,0.7540345494666849,-36292.338591950516,3.0,1.0,0.4814128657083931,-36292.338591950516,36294.52319075995,-0.054401885587139986,1.5740086045188946,2.0,0.0,0.878759878634168,0.878759878634168
469,1,2.128449724441203,0.7546764377696182,-36291.67687206218,1.0,1.0,1.0,-36291.67687206218,36292.122054538035,-0.2976910485594999,-0.2976910485594999,1.0,0.0,0.878759878634168,0.878759878634168
470,1,2.1389096718468483,0.7567440300343795,-36291.174760557325,3.0,1.0,0.9839912678516899,-36291.174760557325,36291.74909769041,-0.08346070991683519,-0.08346070991683519,1.0,0.0,0.878759878634168,0.878759878634168
471,1,2.1517572568269276,0.7601661857936383,-36291.89040746423,3.0,1.0,0.8451491951825322,-36291.89040746423,36292.49371945251,0.1518228284548968,0.2536183130941936,2.0,0.0,0.878759878634168,0.878759878634168
472,1,2.1226393873576264,0.7553251223068018,-36291.5678542889,3.0,1.0,0.7198410827196072,-36291.5678542889,36292.66486713609,-0.05769844146561809,0.6072811308476957,2.0,0.0,0.878759878634168,0.878759878634168
473,1,2.146574178789351,0.7587388700472443,-36291.36192707081,7.0,1.0,1.0,-36291.36192707081,36291.603790438756,-0.03914115724910516,-0.09507843275787309,2.0,0.0,0.878759878634168,0.878759878634168
474,1,2.1344033067339225,0.7597032803578988,-36291.564002189516,3.0,1.0,0.7805183213692478,-36291.564002189516,36292.20999944786,0.04567478661192581,0.4344622807984706,2.0,0.0,0.878759878634168,0.878759878634168
475,1,2.1407877092897953,0.7563340179385154,-36291.27110598285,3.0,1.0,0.9475244173383587,-36291.27110598285,36292.06567164079,-0.054934921230596956,0.08948295372101711,2.0,0.0,0.878759878634168,0.878759878634168
476,1,2.127234982073616,0.7568508275927542,-36291.22066449635,3.0,1.0,0.42720616434574427,-36291.22066449635,36293.402345588656,-0.008519588744093198,2.006453533693275,2.0,0.0,0.878759878634168,0.878759878634168
477,1,2.1287467422631545,0.7520812323310316,-36293.22866711203,3.0,1.0,0.27665922503428847,-36293.22866711203,36296.059633392164,0.3827751108110533,2.7948446348818834,2.0,0.0,0.878759878634168,0.878759878634168
478,1,2.131418691591169,0.7587928526341743,-36291.33146390956,3.0,1.0,1.0,-36291.33146390956,36292.889541269105,-0.3576429433960584,-0.3576429433960584,2.0,0.0,0.878759878634168,0.878759878634168
479,1,2.131418691591169,0.7587928526341743,-36291.33146390956,3.0,1.0,0.3832302129887652,-36291.33146390956,36294.13108012849,0.0,2.4242008703949978,1.0,0.0,0.878759878634168,0.878759878634168
480,1,2.0925665159562925,0.7589516690188,-36294.47720118409,1.0,1.0,0.21006891162320668,-36294.47720118409,36294.601363061694,1.5603196515075979,1.5603196515075979,1.0,0.0,0.878759878634168,0.878759878634168
481,1,2.138680703107575,0.7613135641939816,-36292.31202543428,3.0,1.0,0.9181979981122566,-36292.31202543428,36294.364617120154,-1.3859315620647976,-1.4661546125280438,2.0,0.0,0.878759878634168,0.878759878634168
482,1,2.133955403369178,0.7606542282965267,-36292.0089338341,3.0,1.0,1.0,-36292.0089338341,36292.416890825945,-0.0323713554898859,-0.21174067867104895,2.0,0.0,0.878759878634168,0.878759878634168
483,1,2.133955403369178,0.7606542282965267,-36292.0089338341,1.0,1.0,0.03612426244650499,-36292.0089338341,36296.808303644924,0.0,3.320790549463709,1.0,0.0,0.878759878634168,0.878759878634168
484,1,2.1135772439034857,0.7592279967380701,-36292.33341362881,3.0,1.0,0.7782033859844054,-36292.33341362881,36292.94522110671,0.3383919505504309,0.47530670160631416,1.0,0.0,0.878759878634168,0.878759878634168
485,1,2.1629045761839993,0.7578123556083123,-36292.166800940155,3.0,1.0,0.8197821489514405,-36292.166800940155,36293.25444236016,-0.08027050170494476,0.3708432721105055,2.0,0.0,0.878759878634168,0.878759878634168
486,1,2.1088488398965533,0.7567519269763672,-36292.13880961667,3.0,1.0,1.0,-36292.13880961667,36292.52030736793,-0.020676865802670363,-0.18290419162804028,2.0,0.0,0.878759878634168,0.878759878634168
487,1,2.164947788113167,0.7583792361493018,-36292.31151719331,3.0,1.0,0.5645482711888165,-36292.31151719331,36293.90105746963,0.028544919230625965,1.0284454091233783,2.0,0.0,0.878759878634168,0.878759878634168
488,1,2.1491388139300023,0.757892175942473,-36291.369581281004,1.0,1.0,1.0,-36291.369581281004,36291.99486826196,-0.42133793474931736,-0.42133793474931736,1.0,0.0,0.878759878634168,0.878759878634168
489,1,2.0842529897779216,0.7556876424327006,-36294.88495427972,3.0,1.0,0.38455988180106754,-36294.88495427972,36295.89549753563,1.5494863499334315,1.5652527059573913,2.0,0.0,0.878759878634168,0.878759878634168
490,1,2.188127225702616,0.7588495331890285,-36294.93478777704,3.0,1.0,0.9781542074151025,-36294.93478777704,36295.3580136088,0.06778365048376145,-1.556737492508546,2.0,0.0,0.878759878634168,0.878759878634168
491,1,2.0948874202909726,0.7602618088216091,-36294.91309419703,3.0,1.0,0.9767200536537807,-36294.91309419703,36296.58604596131,0.07239849157485878,-0.7108682872494683,2.0,0.0,0.878759878634168,0.878759878634168
492,1,2.1163191094308433,0.7567339705802005,-36291.64421951202,3.0,1.0,0.9905408849364278,-36291.64421951202,36293.796466780164,-1.5303192546780338,-1.5303192546780338,2.0,0.0,0.878759878634168,0.878759878634168
493,1,2.1444927163095944,0.7541887592478104,-36292.193886287365,3.0,1.0,0.9302689710529822,-36292.193886287365,36292.58345070031,0.11316254937264603,0.11316254937264603,2.0,0.0,0.878759878634168,0.878759878634168
494,1,2.1616854547041937,0.7594059893877828,-36292.173984567475,3.0,1.0,0.9899195931329511,-36292.173984567475,36292.55117573289,0.025509340142889414,-0.07808321554330178,2.0,0.0,0.878759878634168,0.878759878634168
495,1,2.1571115940244106,0.7575268526861683,-36291.78227603166,3.0,1.0,0.9748869620484145,-36291.78227603166,36292.52165548007,-0.05960600548860384,0.07832821826013969,1.0,0.0,0.878759878634168,0.878759878634168
496,1,2.143470226296429,0.7584906164651898,-36291.25839260715,3.0,1.0,0.9386253183922509,-36291.25839260715,36292.51240226471,-0.2832581025722902,-0.2832581025722902,2.0,0.0,0.878759878634168,0.878759878634168
497,1,2.1237788913092945,0.75457718209546,-36291.78110736672,3.0,1.0,0.7441699803646461,-36291.78110736672,36292.21964169862,0.09690800194221083,0.43801694873400265,2.0,0.0,0.878759878634168,0.878759878634168
498,1,2.1367900211546784,0.7565221452727998,-36291.182001910835,3.0,1.0,1.0,-36291.182001910835,36291.803040631145,-0.11255764463567175,-0.11255764463567175,2.0,0.0,0.878759878634168,0.878759878634168
499,1,2.1354136019730814,0.7596751809556527,-36291.53907054989,3.0,1.0,0.37086246131746603,-36291.53907054989,36293.967139363194,0.08278402422001818,2.373763373820111,2.0,0.0,0.878759878634168,0.878759878634168
500,1,2.131678971230953,0.7574135391260343,-36291.13922447621,3.0,1.0,0.9921781992809301,-36291.13922447621,36291.66499319797,-0.08873169242724543,-0.08873169242724543,2.0,0.0,0.878759878634168,0.878759878634168
501,1,2.133345683059706,0.7590925022941774,-36291.377060340725,3.0,1.0,0.8907726496653924,-36291.377060340725,36291.97670941717,0.059947206362267025,0.1635155797630432,2.0,0.0,0.878759878634168,0.878759878634168
502,1,2.1449618695691575,0.7578077083227454,-36291.237209189116,3.0,1.0,0.6131264188666221,-36291.237209189116,36292.37734838877,-0.02483688233041903,0.9007683917443501,2.0,0.0,0.878759878634168,0.878759878634168
503,1,2.1388734026458462,0.761118980934943,-36292.19228493655,3.0,1.0,0.326065952441037,-36292.19228493655,36295.04145772676,0.17619293320603902,2.773130314766604,2.0,0.0,0.878759878634168,0.878759878634168
504,1,2.1393933305599764,0.7566851890913486,-36291.18889239237,3.0,1.0,0.5982811125289725,-36291.18889239237,36293.10843274438,-0.20108654612704413,0.9333935871327412,2.0,0.0,0.878759878634168,0.878759878634168
505,1,2.122650529939964,0.7625319457637644,-36293.86090280875,3.0,1.0,0.49884070747552545,-36293.86090280875,36295.107209983165,0.8361764793808106,0.8361764793808106,2.0,0.0,0.878759878634168,0.878759878634168
506,1,2.106195679837579,0.7547875197794801,-36292.55571591643,3.0,1.0,1.0,-36292.55571591643,36294.28553934008,-0.3561511395746493,-0.3561511395746493,2.0,0.0,0.878759878634168,0.878759878634168
507,1,2.1497580651969255,0.7548302771384354,-36292.11922423416,3.0,1.0,1.0,-36292.11922423416,36292.98800266338,-0.0891667127070832,-0.4642006355788908,2.0,0.0,0.878759878634168,0.878759878634168
508,1,2.1646381974296824,0.7573118876624367,-36292.367126833706,3.0,1.0,0.8231309620651559,-36292.367126833706,36293.300738425685,0.21718097117263824,0.36948854936053976,1.0,0.0,0.878759878634168,0.878759878634168
509,1,2.102729982014859,0.7571789761671248,-36292.71651192739,3.0,1.0,0.38089398046806955,-36292.71651192739,36295.20029888236,0.2094379119516816,1.8503194864315446,2.0,0.0,0.878759878634168,0.878759878634168
510,1,2.110621095355718,0.7592911551907894,-36292.599806025006,3.0,1.0,0.996392887124602,-36292.599806025006,36293.64960384529,-0.06792593654972734,-0.06792593654972734,1.0,0.0,0.878759878634168,0.878759878634168
511,1,2.117446522953951,0.7593062003290215,-36292.09202003474,3.0,1.0,1.0,-36292.09202003474,36292.780570882474,-0.2570360213940148,-0.33887890439655166,2.0,0.0,0.878759878634168,0.878759878634168
512,1,2.117446522953951,0.7593062003290215,-36292.09202003474,3.0,1.0,0.42913996539915855,-36292.09202003474,36295.01307123155,0.0,1.8928206404452794,1.0,0.0,0.878759878634168,0.878759878634168
