iteration,chain,λ,pzero,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
401,1,2.130966641226213,0.772577085404902,-30352.93883115788,3.0,1.0,0.8783946361309894,-30352.93883115788,30354.296425990324,-0.05488944477838231,0.21777000375368516,2.0,0.0,0.9092427692864006,0.9092427692864006
402,1,2.1325468751338676,0.7745772744573267,-30353.713946941534,3.0,1.0,0.8223263692114249,-30353.713946941534,30353.90760702456,0.2711155097495066,0.2711155097495066,1.0,0.0,0.9092427692864006,0.9092427692864006
403,1,2.140580886933146,0.7743654863378431,-30353.334522356057,3.0,1.0,1.0,-30353.334522356057,30353.80552506765,-0.1851597524509998,-0.3837184370968316,2.0,0.0,0.9092427692864006,0.9092427692864006
404,1,2.127468659940169,0.7686222873456177,-30353.146265566334,3.0,1.0,0.3359776550339281,-30353.146265566334,30360.214500188165,-0.10728293920328724,5.638379034182435,2.0,0.0,0.9092427692864006,0.9092427692864006
405,1,2.148642542511908,0.7732356497958458,-30352.81226169276,3.0,1.0,0.5917681216748667,-30352.81226169276,30354.317116652186,-0.08935242152074352,1.0107549525309878,2.0,0.0,0.9092427692864006,0.9092427692864006
406,1,2.148642542511908,0.7732356497958458,-30352.81226169276,3.0,1.0,0.3889905972174454,-30352.81226169276,30357.118821280696,0.0,1.3909470773869543,1.0,0.0,0.9092427692864006,0.9092427692864006
407,1,2.1679230499877917,0.7773943093562893,-30355.53498970866,3.0,1.0,0.5882213078143907,-30355.53498970866,30355.65406113466,0.6793967017474642,0.680837169620645,1.0,0.0,0.9092427692864006,0.9092427692864006
408,1,2.166673738970822,0.7780337121068205,-30356.076588856944,1.0,1.0,0.8653579744267061,-30356.076588856944,30356.721038325482,0.14461201439189608,0.14461201439189608,1.0,0.0,0.9092427692864006,0.9092427692864006
409,1,2.126673677383173,0.7692111190056573,-30353.014654273007,3.0,1.0,0.3621722615453353,-30353.014654273007,30359.5032158302,-0.7788494299275044,3.4089462420852215,2.0,0.0,0.9092427692864006,0.9092427692864006
410,1,2.1516938241757875,0.7709368951389556,-30352.606514285315,3.0,1.0,1.0,-30352.606514285315,30353.049068972814,-0.0958285698252439,-0.0958285698252439,2.0,0.0,0.9092427692864006,0.9092427692864006
411,1,2.1802303102062126,0.7704409792772665,-30354.364306872187,3.0,1.0,0.649170849217886,-30354.364306872187,30354.394282278867,0.7891669959426508,0.7891669959426508,2.0,0.0,0.9092427692864006,0.9092427692864006
412,1,2.123581779945041,0.7752951277516655,-30354.691890802023,3.0,1.0,0.9805001410437578,-30354.691890802023,30355.141467923026,0.0602804814625415,-0.7181948333563923,2.0,0.0,0.9092427692864006,0.9092427692864006
413,1,2.17474046564107,0.7708777190472698,-30353.782770373542,3.0,1.0,1.0,-30353.782770373542,30355.347708729696,-0.3369263512067846,-0.5119534606892557,2.0,0.0,0.9092427692864006,0.9092427692864006
414,1,2.1818350020795108,0.7698421304829629,-30354.71934430878,1.0,1.0,0.6413019032101096,-30354.71934430878,30355.27812452945,0.4442549450941442,0.4442549450941442,1.0,0.0,0.9092427692864006,0.9092427692864006
415,1,2.1818350020795108,0.7698421304829629,-30354.71934430878,1.0,1.0,0.1099586506355406,-30354.71934430878,30358.346038895983,0.0,2.207650887172349,1.0,0.0,0.9092427692864006,0.9092427692864006
416,1,2.1850684837755394,0.7699375001962634,-30355.023716229236,1.0,1.0,0.872940304082413,-30355.023716229236,30356.018194341745,0.13588810568398912,0.13588810568398912,1.0,0.0,0.9092427692864006,0.9092427692864006
417,1,2.186185372844503,0.770040234311284,-30355.10841845081,1.0,1.0,0.964906225856097,-30355.10841845081,30356.246996148442,0.035724357643630356,0.035724357643630356,1.0,0.0,0.9092427692864006,0.9092427692864006
418,1,2.2054339686831175,0.7728046509897423,-30357.03060910862,3.0,1.0,0.6208532941942438,-30357.03060910862,30358.26961564721,0.6531787705243914,0.7968067607362173,1.0,0.0,0.9092427692864006,0.9092427692864006
419,1,2.1839980414025555,0.7705011895030713,-30354.721789579242,1.0,1.0,1.0,-30354.721789579242,30357.1744644471,-0.8399481680971803,-0.8399481680971803,1.0,0.0,0.9092427692864006,0.9092427692864006
420,1,2.187280472570684,0.7722692973786354,-30354.778531057007,3.0,1.0,0.8901092616914671,-30354.778531057007,30355.770001899113,-0.0726063860092836,-0.42271877912571654,1.0,0.0,0.9092427692864006,0.9092427692864006
421,1,2.1707245766105427,0.7744146679263318,-30353.83428931189,3.0,1.0,1.0,-30353.83428931189,30354.7581680039,-0.549171258626302,-0.8602784692302521,2.0,0.0,0.9092427692864006,0.9092427692864006
422,1,2.12185415718447,0.7710154193527807,-30353.09707800943,3.0,1.0,0.6182838106586183,-30353.09707800943,30355.137909687473,-0.11531857692898484,0.8604806829825975,2.0,0.0,0.9092427692864006,0.9092427692864006
423,1,2.1503706808166556,0.7679280798878461,-30353.473741086018,3.0,1.0,0.9011151233700714,-30353.473741086018,30353.797373305617,0.10093630764822592,0.11610363630825304,2.0,0.0,0.9092427692864006,0.9092427692864006
424,1,2.135430546250194,0.7692118344624224,-30352.81513935576,1.0,1.0,1.0,-30352.81513935576,30353.250642019873,-0.27391509231892996,-0.27391509231892996,1.0,0.0,0.9092427692864006,0.9092427692864006
425,1,2.15243583966898,0.7731608096991552,-30352.82369393511,3.0,1.0,0.9971127596118038,-30352.82369393511,30352.906741034905,0.0019223597810196225,-0.06995396548154531,2.0,0.0,0.9092427692864006,0.9092427692864006
426,1,2.1352787133580824,0.7694652070446386,-30352.755738587526,3.0,1.0,0.9387142123318352,-30352.755738587526,30353.412657784324,-0.016349677403923124,0.2012082343280781,1.0,0.0,0.9092427692864006,0.9092427692864006
427,1,2.1665076800275456,0.7761867006492543,-30354.568221986392,3.0,1.0,0.829491463730088,-30354.568221986392,30354.619408692917,0.45324344279651996,0.45324344279651996,2.0,0.0,0.9092427692864006,0.9092427692864006
428,1,2.164896502028453,0.7742960531709128,-30353.5177656919,1.0,1.0,1.0,-30353.5177656919,30354.417514547473,-0.25075771894989884,-0.25075771894989884,1.0,0.0,0.9092427692864006,0.9092427692864006
429,1,2.176353755619957,0.771199017411085,-30353.8587576959,3.0,1.0,0.7744472954978127,-30353.8587576959,30354.475721418778,0.31873986161735957,0.5170495785168896,1.0,0.0,0.9092427692864006,0.9092427692864006
430,1,2.1488059852484516,0.769122915372254,-30352.917254636915,3.0,1.0,0.9904496041038248,-30352.917254636915,30353.882779891504,-0.43067283367781783,-0.43067283367781783,2.0,0.0,0.9092427692864006,0.9092427692864006
431,1,2.133876785647886,0.7723099323884303,-30352.774057452356,3.0,1.0,1.0,-30352.774057452356,30352.8899186377,-0.03491127547385986,-0.1331100091083499,2.0,0.0,0.9092427692864006,0.9092427692864006
432,1,2.1548580691427066,0.7741541088954916,-30353.187689392278,3.0,1.0,0.9329544602025536,-30353.187689392278,30353.392461892454,0.05270999601634685,0.16227390744825243,1.0,0.0,0.9092427692864006,0.9092427692864006
433,1,2.1593341885592947,0.7733839842214338,-30353.031280462357,1.0,1.0,1.0,-30353.031280462357,30353.259690728068,-0.03201954689211561,-0.03201954689211561,1.0,0.0,0.9092427692864006,0.9092427692864006
434,1,2.1348925853359777,0.7693436596315996,-30352.788928829024,3.0,1.0,0.790788026222942,-30352.788928829024,30353.574416244817,-0.0645730873948196,0.39163941083825193,2.0,0.0,0.9092427692864006,0.9092427692864006
435,1,2.14846805178475,0.771180998935146,-30352.539156682215,3.0,1.0,0.8168757119960626,-30352.539156682215,30353.21472958393,-0.056582079610961955,0.34922890978486976,2.0,0.0,0.9092427692864006,0.9092427692864006
436,1,2.1268862308057366,0.7673623836105228,-30353.671610172867,3.0,1.0,0.7458752127991995,-30353.671610172867,30354.045389973064,0.27882021217010333,0.3108665600011591,1.0,0.0,0.9092427692864006,0.9092427692864006
437,1,2.1428317368702055,0.7730254947067726,-30352.772052396667,3.0,1.0,0.6607927593917068,-30352.772052396667,30354.599972894524,-0.21300846512895077,0.7370721228362527,2.0,0.0,0.9092427692864006,0.9092427692864006
438,1,2.1256079829881824,0.7692819805131028,-30353.037478020015,3.0,1.0,0.8848079865943544,-30353.037478020015,30353.63205644402,0.06665745426289504,0.23434086856650538,1.0,0.0,0.9092427692864006,0.9092427692864006
439,1,2.132435448247417,0.7715324775911607,-30352.693423262124,3.0,1.0,0.9820431081004428,-30352.693423262124,30353.12966386485,-0.06739776838730904,-0.06739776838730904,1.0,0.0,0.9092427692864006,0.9092427692864006
440,1,2.1580268174353643,0.773222212977402,-30352.95288364611,3.0,1.0,0.6228337236728333,-30352.95288364611,30354.036583662095,0.03195384626087616,0.8185049940366298,2.0,0.0,0.9092427692864006,0.9092427692864006
