genome	0	680331442	911870592	0.746083
genome	1	68496235	911870592	0.0751162
genome	2	45021960	911870592	0.0493732
genome	3	18011034	911870592	0.0197517
genome	4	14430873	911870592	0.0158256
genome	5	8989471	911870592	0.00985827
genome	6	7341855	911870592	0.00805142
genome	7	5621006	911870592	0.00616426
genome	8	4727482	911870592	0.00518438
genome	9	3952376	911870592	0.00433436
genome	10	3425892	911870592	0.00375699
genome	11	2986509	911870592	0.00327515
genome	12	2659932	911870592	0.00291701
genome	13	2373181	911870592	0.00260254
genome	14	2139454	911870592	0.00234623
genome	15	1948313	911870592	0.00213661
genome	16	1781064	911870592	0.0019532
genome	17	1628646	911870592	0.00178605
genome	18	1507111	911870592	0.00165277
genome	19	1388795	911870592	0.00152302
genome	20	1296447	911870592	0.00142174
genome	21	1213853	911870592	0.00133117
genome	22	1136738	911870592	0.0012466
genome	23	1062525	911870592	0.00116521
genome	24	998660	911870592	0.00109518
genome	25	938521	911870592	0.00102923
genome	26	886322	911870592	0.000971982
genome	27	841340	911870592	0.000922653
genome	28	795518	911870592	0.000872402
genome	29	755024	911870592	0.000827995
genome	30	713014	911870592	0.000781925
genome	31	680820	911870592	0.000746619
genome	32	647119	911870592	0.000709661
genome	33	613795	911870592	0.000673116
genome	34	589537	911870592	0.000646514
genome	35	564577	911870592	0.000619142
genome	36	542721	911870592	0.000595173
genome	37	522201	911870592	0.00057267
genome	38	495781	911870592	0.000543697
genome	39	474859	911870592	0.000520753
genome	40	457725	911870592	0.000501963
genome	41	439954	911870592	0.000482474
genome	42	425351	911870592	0.00046646
genome	43	408934	911870592	0.000448456
genome	44	395316	911870592	0.000433522
genome	45	377188	911870592	0.000413642
genome	46	361182	911870592	0.000396089
genome	47	350412	911870592	0.000384278
genome	48	337958	911870592	0.000370621
genome	49	327226	911870592	0.000358851
genome	50	312867	911870592	0.000343105
genome	51	304166	911870592	0.000333563
genome	52	292456	911870592	0.000320721
genome	53	283585	911870592	0.000310993
genome	54	273910	911870592	0.000300383
genome	55	266419	911870592	0.000292168
genome	56	255340	911870592	0.000280018
genome	57	249709	911870592	0.000273843
genome	58	242393	911870592	0.00026582
genome	59	233660	911870592	0.000256242
genome	60	226219	911870592	0.000248082
genome	61	221209	911870592	0.000242588
genome	62	215263	911870592	0.000236067
genome	63	205716	911870592	0.000225598
genome	64	200563	911870592	0.000219947
genome	65	194614	911870592	0.000213423
genome	66	189570	911870592	0.000207891
genome	67	183456	911870592	0.000201186
genome	68	178107	911870592	0.00019532
genome	69	173247	911870592	0.000189991
genome	70	166578	911870592	0.000182677
genome	71	161645	911870592	0.000177267
genome	72	156526	911870592	0.000171654
genome	73	152569	911870592	0.000167314
genome	74	148623	911870592	0.000162987
genome	75	144979	911870592	0.000158991
genome	76	140714	911870592	0.000154314
genome	77	136073	911870592	0.000149224
genome	78	132817	911870592	0.000145653
genome	79	129286	911870592	0.000141781
genome	80	126785	911870592	0.000139038
genome	81	124153	911870592	0.000136152
genome	82	120050	911870592	0.000131652
genome	83	116446	911870592	0.0001277
genome	84	113433	911870592	0.000124396
genome	85	110143	911870592	0.000120788
genome	86	107071	911870592	0.000117419
genome	87	104701	911870592	0.00011482
genome	88	101983	911870592	0.000111839
genome	89	98655	911870592	0.00010819
genome	90	95573	911870592	0.00010481
genome	91	93829	911870592	0.000102897
genome	92	90945	911870592	9.97345e-05
genome	93	88146	911870592	9.6665e-05
genome	94	86769	911870592	9.5155e-05
genome	95	85174	911870592	9.34058e-05
genome	96	82303	911870592	9.02573e-05
genome	97	80890	911870592	8.87078e-05
genome	98	78379	911870592	8.59541e-05
genome	99	77083	911870592	8.45328e-05
genome	100	74641	911870592	8.18548e-05
genome	101	73108	911870592	8.01737e-05
genome	102	71020	911870592	7.78839e-05
genome	103	69040	911870592	7.57125e-05
genome	104	67669	911870592	7.4209e-05
genome	105	66718	911870592	7.31661e-05
genome	106	64872	911870592	7.11417e-05
genome	107	63402	911870592	6.95296e-05
